Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
559796,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2011-07-12 13:30:00,3.29,,United Kingdom
527370,22812,PACK 3 BOXES CHRISTMAS PANNETONE,9,2010-10-17 11:58:00,1.95,14479.0,United Kingdom
534526,22045,SPACEBOY GIFT WRAP,25,2010-11-23 12:04:00,0.42,15384.0,United Kingdom
544598,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-02-21 18:10:00,5.79,,United Kingdom
542633,21989,PACK OF 20 SKULL PAPER NAPKINS,2,2011-01-31 10:31:00,1.63,,United Kingdom
510772,79191D,RETRO PLASTIC DAISY TRAY,2,2010-06-03 14:02:00,1.66,,United Kingdom
569000,21902,"KEY FOB , FRONT  DOOR ",24,2011-09-29 17:36:00,0.65,17015.0,United Kingdom
549525,51014L,"FEATHER PEN,LIGHT PINK",2,2011-04-08 15:44:00,1.63,,United Kingdom
491584,22244,"HOOK, 3 HANGER ,MAGIC GARDEN",4,2009-12-11 12:55:00,1.95,12854.0,United Kingdom
494479,21481,FAWN BLUE HOT WATER BOTTLE,2,2010-01-14 15:47:00,2.95,17032.0,United Kingdom
581496,22865,HAND WARMER OWL DESIGN,24,2011-12-09 10:20:00,2.1,16558.0,United Kingdom
522824,20724,RED SPOTTY CHARLOTTE BAG,10,2010-09-17 09:52:00,0.85,14110.0,United Kingdom
526114,46115B,GREEN POP ART MAO CUSHION COVER ,24,2010-10-08 13:16:00,0.19,14298.0,United Kingdom
508995,21750,LARGE SKULL WINDMILL,12,2010-05-19 12:47:00,2.1,15544.0,United Kingdom
524214,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2010-09-28 10:49:00,1.65,17348.0,United Kingdom
577286,20978,36 PENCILS TUBE SKULLS,2,2011-11-18 12:39:00,1.25,14606.0,United Kingdom
563909,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-08-21 12:36:00,6.95,15701.0,United Kingdom
548991,21067,VINTAGE RED TEATIME MUG,1,2011-04-05 13:48:00,1.25,16915.0,United Kingdom
525075,21843,RED RETROSPOT CAKE STAND,1,2010-10-03 15:24:00,10.95,16782.0,United Kingdom
557776,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,32,2011-06-22 15:07:00,0.65,14422.0,United Kingdom
510483,85049D,BRIGHT BLUES RIBBONS ,2,2010-06-01 11:27:00,1.25,16960.0,United Kingdom
534244,22360,GLASS JAR ENGLISH CONFECTIONERY,6,2010-11-22 10:59:00,2.95,16972.0,United Kingdom
538518,21643,ASSORTED TUTTI FRUTTI MIRROR,4,2010-12-12 16:14:00,1.25,14505.0,United Kingdom
512435,90101,WHITE FRANGIPANI NECKLACE,1,2010-06-15 15:54:00,2.54,,United Kingdom
555937,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-06-08 09:39:00,1.25,12683.0,France
529361,22179,SET 10 LIGHTS NIGHT OWL,1,2010-10-28 09:56:00,13.57,,United Kingdom
577938,23510,MINI PLAYING CARDS GYMKHANA,2,2011-11-22 12:07:00,0.42,15525.0,United Kingdom
548522,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2011-03-31 16:43:00,5.79,,United Kingdom
523836,22625,RED KITCHEN SCALES,1,2010-09-24 12:05:00,8.5,17372.0,United Kingdom
544089,22539,MINI JIGSAW DOLLY GIRL,1,2011-02-15 17:51:00,0.83,,United Kingdom
533446,22423,REGENCY CAKESTAND 3 TIER,2,2010-11-17 11:38:00,12.75,13403.0,United Kingdom
529197,22752,SET 7 BABUSHKA NESTING BOXES,4,2010-10-27 09:18:00,8.5,12505.0,Italy
550292,84660C,PINK STITCHED WALL CLOCK,1,2011-04-15 15:31:00,3.75,14527.0,United Kingdom
556447,22570,FELTCRAFT CUSHION RABBIT,8,2011-06-10 15:37:00,3.75,15632.0,United Kingdom
522330,22551,PLASTERS IN TIN SPACEBOY,2,2010-09-13 17:25:00,1.65,17218.0,United Kingdom
540821,47504H,ENGLISH ROSE SPIRIT LEVEL ,2,2011-01-11 13:16:00,3.36,,United Kingdom
579777,23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1,2011-11-30 15:13:00,1.63,,United Kingdom
576617,22470,HEART OF WICKER LARGE,3,2011-11-15 16:57:00,5.79,,United Kingdom
561367,22079,RIBBON REEL HEARTS DESIGN ,2,2011-07-26 15:46:00,2.46,,United Kingdom
528745,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2010-10-24 14:35:00,1.25,14551.0,United Kingdom
505376,84212,"ASSORTED FLOWER COLOUR ""LEIS""",18,2010-04-21 17:33:00,0.65,16755.0,United Kingdom
503954,22375,AIRLINE BAG VINTAGE JET SET BROWN,4,2010-04-08 16:36:00,6.35,13999.0,United Kingdom
494931,75049L,LARGE CIRCULAR MIRROR MOBILE,12,2010-01-20 10:42:00,1.25,17920.0,United Kingdom
533341,22668,PINK BABY BUNTING,5,2010-11-16 18:30:00,2.95,14947.0,United Kingdom
574826,22951,60 CAKE CASES DOLLY GIRL DESIGN,1,2011-11-07 10:58:00,0.55,15870.0,United Kingdom
526192,17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,36,2010-10-10 12:40:00,0.29,17518.0,United Kingdom
522968,22911,PAPER CHAIN KIT LONDON,3,2010-09-19 13:05:00,2.95,13137.0,United Kingdom
515609,22219,LOVEBIRD HANGING DECORATION WHITE ,4,2010-07-13 15:44:00,1.66,,United Kingdom
509637,22296,HEART IVORY TRELLIS LARGE,12,2010-05-25 10:41:00,1.65,14422.0,United Kingdom
510983,21240,BLUE  SPOTTY CUP,3,2010-06-04 12:23:00,1.66,,United Kingdom
522466,20719,WOODLAND CHARLOTTE BAG,10,2010-09-15 09:38:00,0.85,16748.0,United Kingdom
504217,85150,LADIES & GENTLEMEN METAL SIGN,12,2010-04-12 12:50:00,2.55,14844.0,United Kingdom
496445,21439,BASKET OF TOADSTOOLS,12,2010-02-01 13:59:00,1.25,13206.0,United Kingdom
532233,22600,CHRISTMAS RETROSPOT STAR WOOD,10,2010-11-11 12:40:00,0.85,13719.0,United Kingdom
534788,21217,RED RETROSPOT ROUND CAKE TINS,1,2010-11-24 11:25:00,9.95,16782.0,United Kingdom
569833,22508,DOORSTOP RETROSPOT HEART,4,2011-10-06 12:56:00,3.75,15306.0,United Kingdom
540681,84596L,BISCUITS SMALL BOWL LIGHT BLUE,3,2011-01-10 16:25:00,0.85,,United Kingdom
537131,84836,ZINC METAL HEART DECORATION,12,2010-12-05 12:26:00,1.25,15716.0,United Kingdom
578344,23174,REGENCY SUGAR BOWL GREEN,2,2011-11-24 09:21:00,8.29,,United Kingdom
497906,84378,SET OF 3 HEART COOKIE CUTTERS,24,2010-02-14 13:26:00,1.25,14156.0,EIRE
581241,22672,FRENCH BATHROOM SIGN BLUE METAL,12,2011-12-08 10:58:00,1.65,15520.0,United Kingdom
575628,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-11-10 13:31:00,6.95,12844.0,United Kingdom
525714,85099C,JUMBO  BAG BAROQUE BLACK WHITE,100,2010-10-06 14:24:00,1.65,13629.0,United Kingdom
503067,22443,GROW YOUR OWN HERBS SET OF 3,4,2010-03-30 09:47:00,7.95,14911.0,EIRE
541516,22178,VICTORIAN GLASS HANGING T-LIGHT,15,2011-01-18 17:34:00,2.46,,United Kingdom
577053,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,12,2011-11-17 14:17:00,1.25,13001.0,United Kingdom
562539,22604,SET OF 4 NAPKIN CHARMS CUTLERY,1,2011-08-05 15:30:00,2.55,17220.0,United Kingdom
516033,20719,WOODLAND CHARLOTTE BAG,10,2010-07-16 10:46:00,0.85,15981.0,United Kingdom
547069,22982,PANTRY PASTRY BRUSH,3,2011-03-20 13:52:00,1.25,16710.0,United Kingdom
561642,47566,PARTY BUNTING,3,2011-07-28 15:04:00,4.95,17965.0,United Kingdom
532426,22521,CHILDS GARDEN TROWEL PINK,1,2010-11-12 10:11:00,0.85,,United Kingdom
499474,22087,PAPER BUNTING WHITE LACE,3,2010-02-28 12:29:00,2.95,15421.0,United Kingdom
537645,22429,ENAMEL MEASURING JUG CREAM,2,2010-12-07 15:34:00,8.47,,United Kingdom
559359,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,2011-07-07 19:18:00,1.25,14702.0,United Kingdom
577834,23079,TOADSTOOL BEDSIDE LIGHT ,2,2011-11-22 10:21:00,8.95,17528.0,United Kingdom
525072,22152,PLACE SETTING WHITE STAR,1,2010-10-03 14:50:00,0.42,16549.0,United Kingdom
490014,22138,BAKING SET 9 PIECE RETROSPOT ,2,2009-12-03 12:28:00,4.95,15466.0,United Kingdom
563557,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,2011-08-17 13:33:00,0.55,15786.0,United Kingdom
495010,72750D,F.FAIRY S/3 CANDLE/GLASS,2,2010-01-20 12:35:00,5.95,15191.0,United Kingdom
551810,20711,JUMBO BAG TOYS ,1,2011-05-04 11:32:00,2.08,15719.0,United Kingdom
548612,22917,HERB MARKER ROSEMARY,6,2011-04-01 11:34:00,0.65,13137.0,United Kingdom
554514,22469,HEART OF WICKER SMALL,3,2011-05-24 15:58:00,1.65,,United Kingdom
569668,23409,PHOTO FRAME LINEN AND LACE LARGE,6,2011-10-05 13:47:00,3.75,16040.0,United Kingdom
572318,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,1,2011-10-23 16:19:00,0.85,15436.0,United Kingdom
525429,79163,BLACK CHAMPAGNE GLASS,6,2010-10-05 13:11:00,1.65,15490.0,United Kingdom
531960,22715,CARD WEDDING DAY,12,2010-11-10 12:21:00,0.42,12876.0,Belgium
498886,22262,FELT EGG COSY CHICKEN,2,2010-02-23 13:03:00,0.85,15295.0,United Kingdom
562984,82567,"AIRLINE LOUNGE,METAL SIGN",7,2011-08-11 11:45:00,2.1,17841.0,United Kingdom
522609,22113,GREY HEART HOT WATER BOTTLE,1,2010-09-15 14:15:00,3.75,,United Kingdom
580632,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-12-05 12:16:00,3.95,16360.0,United Kingdom
530437,20984,12 PENCILS TALL TUBE POSY,1,2010-11-03 11:13:00,0.85,15915.0,United Kingdom
568662,20724,RED RETROSPOT CHARLOTTE BAG,3,2011-09-28 12:36:00,0.85,16764.0,United Kingdom
578270,22725,ALARM CLOCK BAKELIKE CHOCOLATE,2,2011-11-23 13:39:00,7.46,14096.0,United Kingdom
580294,23354,6 GIFT TAGS 50'S CHRISTMAS ,7,2011-12-02 13:46:00,0.83,17364.0,United Kingdom
510064,21637,ASSORTED SANSKRIT MINI NOTEBOOK,1,2010-05-27 10:56:00,2.51,,United Kingdom
567189,22383,LUNCH BAG SUKI DESIGN ,10,2011-09-19 09:10:00,1.65,17069.0,United Kingdom
535995,21916,SET 12 RETRO WHITE CHALK STICKS,1,2010-11-29 13:50:00,0.42,15026.0,United Kingdom
536522,21810,CHRISTMAS HANGING STAR WITH BELL,1,2010-12-01 12:49:00,1.25,15012.0,United Kingdom
513016,71053,WHITE METAL LANTERN,4,2010-06-21 11:38:00,3.75,15039.0,United Kingdom
504160,22219,LOVEBIRD HANGING DECORATION WHITE ,2,2010-04-11 15:54:00,0.85,15555.0,United Kingdom
569862,23265,SET OF 3 WOODEN TREE DECORATIONS,5,2011-10-06 14:43:00,1.25,14518.0,United Kingdom
572077,22835,HOT WATER BOTTLE I AM SO POORLY,8,2011-10-20 14:09:00,4.95,15807.0,United Kingdom
524717,22946,WOODEN ADVENT CALENDAR CREAM,12,2010-09-30 13:30:00,12.75,13854.0,United Kingdom
495501,20685,RED SPOTTY COIR DOORMAT,1,2010-01-25 12:33:00,6.75,15719.0,United Kingdom
500891,21801,CHRISTMAS TREE DECORATION WITH BELL,1,2010-03-10 16:24:00,0.85,,United Kingdom
511471,82582,AREA PATROLLED METAL SIGN,1,2010-06-08 13:22:00,2.1,17449.0,United Kingdom
516019,21243,PINK  SPOTTY PLATE ,8,2010-07-16 10:22:00,1.69,17694.0,United Kingdom
526411,21314,SMALL GLASS HEART TRINKET POT,8,2010-10-11 14:05:00,2.1,15834.0,United Kingdom
549321,21398,RED POLKADOT COFFEE  MUG,48,2011-04-08 10:19:00,0.39,14243.0,United Kingdom
540848,84086C,PINK/PURPLE RETRO RADIO,1,2011-01-12 09:26:00,2.51,,United Kingdom
504552,22199,FRYING PAN RED POLKADOT ,4,2010-04-14 13:27:00,4.25,16105.0,United Kingdom
503428,21417,COCKLE SHELL DISH,1,2010-03-31 17:31:00,4.21,,United Kingdom
537434,22654,DELUXE SEWING KIT ,2,2010-12-06 16:57:00,11.87,,United Kingdom
501677,22232,JIGSAW TOADSTOOLS 3 PIECE,8,2010-03-18 16:16:00,1.65,12647.0,Germany
552286,84992,72 SWEETHEART FAIRY CAKE CASES,1,2011-05-08 13:07:00,0.55,16393.0,United Kingdom
516870,72586,"S/6 HALLOWEEN GHOST T LIGHTS, 5CM H",24,2010-07-23 12:32:00,0.42,14085.0,United Kingdom
555158,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,6,2011-06-01 08:38:00,2.95,14842.0,United Kingdom
540482,22066,LOVE HEART TRINKET POT,2,2011-01-07 15:48:00,1.45,14672.0,United Kingdom
562933,84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,1,2011-08-10 16:51:00,8.29,,United Kingdom
545845,23176,ABC TREASURE BOOK BOX ,1,2011-03-07 13:38:00,2.25,12754.0,Japan
499171,85206A,CREAM FELT EASTER EGG BASKET,6,2010-02-25 09:45:00,1.65,14006.0,United Kingdom
530562,22359,GLASS JAR KINGS CHOICE,1,2010-11-03 13:47:00,2.95,16012.0,United Kingdom
554809,23060,HEART BEADED TRELLIS DECORATION,6,2011-05-26 13:13:00,2.08,16838.0,United Kingdom
490087,21136,PAINTED METAL PEARS ASSORTED,8,2009-12-03 15:49:00,1.69,15601.0,United Kingdom
533311,22187,GREEN CHRISTMAS TREE CARD HOLDER,2,2010-11-16 17:03:00,4.25,16904.0,United Kingdom
525764,21332,MOROCCAN BEATEN METAL MIRROR,1,2010-10-07 10:39:00,12.75,12511.0,Greece
539434,22600,CHRISTMAS RETROSPOT STAR WOOD,1,2010-12-17 14:41:00,1.66,,United Kingdom
490074,21820,GLITTER HEART GARLAND WITH BELLS ,1,2009-12-03 14:39:00,7.78,,United Kingdom
491634,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,2009-12-11 15:40:00,2.95,17841.0,United Kingdom
571214,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2011-10-14 12:56:00,1.25,14390.0,United Kingdom
549425,21069,VINTAGE BILLBOARD TEA MUG,6,2011-04-08 11:54:00,1.25,14030.0,United Kingdom
515353,90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,1,2010-07-12 10:54:00,3.39,,United Kingdom
501515,48138,DOOR MAT UNION FLAG,3,2010-03-17 11:53:00,7.49,15867.0,United Kingdom
550637,22262,FELT EGG COSY CHICKEN,4,2011-04-19 15:39:00,0.85,14415.0,United Kingdom
515179,84991,60 TEATIME FAIRY CAKE CASES,3,2010-07-08 18:33:00,0.55,16032.0,United Kingdom
495070,21849,SILVER DIAMANTE PEN IN GIFT BOX,3,2010-01-20 17:50:00,2.51,,United Kingdom
573576,22737,RIBBON REEL CHRISTMAS PRESENT ,2,2011-10-31 14:09:00,3.29,14096.0,United Kingdom
514362,22497,SET OF 2 TINS VINTAGE BATHROOM ,4,2010-07-01 17:54:00,4.25,14154.0,United Kingdom
506135,85042,ANTIQUE LILY FAIRY LIGHTS,4,2010-04-27 15:21:00,4.95,15070.0,United Kingdom
526201,21186,WHITE DOVE HONEYCOMB PAPER GARLAND,12,2010-10-10 13:06:00,1.65,14820.0,United Kingdom
543997,20723,STRAWBERRY CHARLOTTE BAG,1,2011-02-15 10:49:00,0.85,17348.0,United Kingdom
559894,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2011-07-13 12:06:00,1.25,14159.0,United Kingdom
527392,20971,PINK BLUE FELT CRAFT TRINKET BOX,1,2010-10-17 13:28:00,1.25,14044.0,United Kingdom
502977,21786,RAIN HAT WITH RED SPOTS,1,2010-03-29 14:54:00,0.81,,United Kingdom
555556,22386,JUMBO BAG PINK POLKADOT,4,2011-06-05 14:04:00,2.08,15704.0,United Kingdom
574898,21791,VINTAGE HEADS AND TAILS CARD GAME ,5,2011-11-07 15:07:00,1.25,16242.0,United Kingdom
555324,21078,SET/20 STRAWBERRY PAPER NAPKINS ,2,2011-06-02 11:02:00,2.46,,United Kingdom
534800,22385,JUMBO BAG SPACEBOY DESIGN,2,2010-11-24 12:04:00,1.95,17019.0,United Kingdom
533113,22652,TRAVEL SEWING KIT,1,2010-11-16 12:19:00,1.65,17852.0,United Kingdom
529888,21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,16,2010-10-31 14:06:00,0.85,16595.0,United Kingdom
542893,22624,IVORY KITCHEN SCALES,2,2011-02-01 13:36:00,8.5,18202.0,United Kingdom
574249,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,8,2011-11-03 13:01:00,0.83,16347.0,United Kingdom
568343,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,72,2011-09-26 15:13:00,1.06,16839.0,United Kingdom
492218,20726,LUNCH BAG WOODLAND,10,2009-12-15 17:31:00,1.65,15527.0,United Kingdom
493707,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,24,2010-01-05 15:21:00,0.85,13965.0,United Kingdom
493706,84832,ZINC WILLIE WINKIE  CANDLE STICK,14,2010-01-05 14:32:00,0.85,15768.0,United Kingdom
533841,21359,RELAX LARGE WOOD LETTERS,1,2010-11-19 11:12:00,15.95,17269.0,United Kingdom
533278,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,6,2010-11-16 15:24:00,1.25,13439.0,United Kingdom
536425,22644,CERAMIC CHERRY CAKE MONEY BANK,12,2010-12-01 12:08:00,1.45,13758.0,United Kingdom
504935,85041,SET/4 PINK ORCHID CANDLES IN BOWL,2,2010-04-19 11:19:00,3.36,,United Kingdom
495331,21723,ALPHABET HEARTS STICKER SHEET,10,2010-01-22 16:28:00,0.85,17799.0,United Kingdom
499850,21773,DECORATIVE ROSE BATHROOM BOTTLE,2,2010-03-02 16:36:00,1.25,13593.0,United Kingdom
574074,22422,TOOTHPASTE TUBE PEN,4,2011-11-02 15:33:00,1.25,,United Kingdom
552236,22090,PAPER BUNTING RETROSPOT,40,2011-05-06 16:29:00,2.55,16525.0,United Kingdom
557789,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-06-22 16:32:00,0.85,12379.0,Belgium
510983,21746,SMALL RED RETROSPOT WINDMILL,4,2010-06-04 12:23:00,2.51,,United Kingdom
513188,22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,10,2010-06-22 14:00:00,0.85,12724.0,France
535322,35598D,PINK/WHITE CHRISTMAS TREE 60CM,5,2010-11-25 15:19:00,2.51,,United Kingdom
514826,22077,6 RIBBONS RUSTIC CHARM,3,2010-07-06 13:13:00,1.65,14452.0,United Kingdom
517626,21160,KEEP OUT GIRLS DOOR HANGER ,1,2010-07-30 12:10:00,1.45,16428.0,United Kingdom
540977,21000,ROSE DU SUD COSMETICS BAG,2,2011-01-12 15:01:00,3.36,,United Kingdom
489856,84559A,3D SHEET OF DOG STICKERS,2,2009-12-02 14:36:00,1.73,,United Kingdom
550639,21935,SUKI  SHOULDER BAG,10,2011-04-19 15:46:00,1.65,14152.0,United Kingdom
579159,23695,DOILY THANK YOU CARD,12,2011-11-28 13:53:00,0.42,13196.0,United Kingdom
568668,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,2011-09-28 13:00:00,4.25,15750.0,United Kingdom
570268,22585,PACK OF 6 BIRDY GIFT TAGS,60,2011-10-10 10:16:00,1.25,13098.0,United Kingdom
531162,21623,VINTAGE UNION JACK MEMOBOARD,1,2010-11-05 14:21:00,9.95,17841.0,United Kingdom
509440,21155,RED SPOTTY PEG BAG,6,2010-05-23 15:43:00,2.1,12921.0,United Kingdom
520906,21908,CHOCOLATE THIS WAY METAL SIGN,48,2010-09-01 10:30:00,1.85,17511.0,United Kingdom
575950,22065,CHRISTMAS PUDDING TRINKET POT ,2,2011-11-13 11:53:00,0.39,16983.0,United Kingdom
538071,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1,2010-12-09 14:09:00,0.85,,United Kingdom
551339,21974,SET OF 36 PAISLEY FLOWER DOILIES,2,2011-04-27 17:18:00,2.92,,United Kingdom
563532,21172,PARTY METAL SIGN ,96,2011-08-17 11:04:00,1.25,17511.0,United Kingdom
536634,21210,SET OF 72 RETROSPOT PAPER  DOILIES,2,2010-12-02 11:21:00,1.45,18041.0,United Kingdom
495363,46000S,POLYESTER FILLER PAD 40x40cm,4,2010-01-24 12:13:00,1.45,,United Kingdom
498389,84792,ENCHANTED BIRD COATHANGER 5 HOOK,1,2010-02-18 14:43:00,4.65,14606.0,United Kingdom
499487,82583,HOT BATHS METAL SIGN,6,2010-02-28 13:42:00,2.1,13561.0,United Kingdom
559337,22609,PENS ASSORTED SPACEBALL,6,2011-07-07 16:27:00,0.42,,United Kingdom
546669,22293,HANGING CHICK GREEN DECORATION,24,2011-03-15 15:36:00,1.45,14226.0,United Kingdom
541423,21849,SILVER DIAMANTE PEN IN GIFT BOX,3,2011-01-17 17:54:00,1.63,,United Kingdom
576588,23167,SMALL CERAMIC TOP STORAGE JAR ,2,2011-11-15 14:27:00,0.83,,United Kingdom
519609,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,2,2010-08-18 16:39:00,3.25,17585.0,United Kingdom
489791,84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,3,2009-12-02 12:06:00,1.69,15542.0,United Kingdom
520998,21832,CHOCOLATE CALCULATOR,1,2010-09-01 13:39:00,3.36,,United Kingdom
536592,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-01 17:06:00,3.19,,United Kingdom
574707,22110,BIRD HOUSE HOT WATER BOTTLE,1,2011-11-06 14:08:00,2.55,17107.0,United Kingdom
514126,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,4,2010-06-30 13:03:00,0.42,17602.0,United Kingdom
580750,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,2011-12-06 09:56:00,2.1,12749.0,United Kingdom
545216,35915B,BLUE KNITTED HEN ,6,2011-02-28 16:50:00,0.83,,United Kingdom
491951,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,8,2009-12-14 15:51:00,2.95,13206.0,United Kingdom
563944,23199,JUMBO BAG APPLES,30,2011-08-22 10:08:00,2.08,17581.0,United Kingdom
519358,21527,RED RETROSPOT TRADITIONAL TEAPOT ,1,2010-08-16 12:36:00,16.98,,United Kingdom
513965,22361,GLASS JAR DAISY FRESH COTTON WOOL,4,2010-06-29 15:28:00,2.95,12380.0,Belgium
515759,22431,WATERING CAN BLUE ELEPHANT,1,2010-07-14 13:37:00,4.21,,United Kingdom
534800,21448,12 DAISY PEGS IN WOOD BOX,4,2010-11-24 12:04:00,1.65,17019.0,United Kingdom
517909,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2010-08-03 10:26:00,9.95,18260.0,United Kingdom
520522,21770,OPEN CLOSED METAL SIGN,1,2010-08-26 14:13:00,4.95,14482.0,United Kingdom
567183,22408,MONEY BOX CONFECTIONERY DESIGN,2,2011-09-18 15:32:00,1.25,14769.0,United Kingdom
545937,22974,CHILDRENS DOLLY GIRL MUG,12,2011-03-08 12:05:00,1.65,12758.0,Portugal
554666,22386,JUMBO BAG PINK POLKADOT,20,2011-05-25 14:54:00,2.08,13599.0,United Kingdom
536975,22845,VINTAGE CREAM CAT FOOD CONTAINER,4,2010-12-03 14:04:00,6.35,14911.0,EIRE
520537,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2010-08-26 15:47:00,1.25,17576.0,United Kingdom
574655,23489,VINTAGE BELLS GARLAND,3,2011-11-06 11:35:00,2.89,16466.0,United Kingdom
535449,22035,VINTAGE CARAVAN GREETING CARD ,12,2010-11-26 12:50:00,0.42,17516.0,United Kingdom
576339,21028,NINJA RABBIT BLACK,2,2011-11-14 15:27:00,2.46,14096.0,United Kingdom
571713,23637,SET 10 CARDS OUT OF ORDER 17216,1,2011-10-18 16:58:00,2.49,,United Kingdom
545911,21981,PACK OF 12 WOODLAND TISSUES ,432,2011-03-08 10:12:00,0.21,17940.0,United Kingdom
537456,22469,HEART OF WICKER SMALL,402,2010-12-07 09:43:00,1.93,17450.0,United Kingdom
566200,82581,TOILET METAL SIGN,1,2011-09-09 14:14:00,0.55,16910.0,United Kingdom
570693,23469,CARD HOLDER LOVE BIRD SMALL,2,2011-10-11 16:50:00,4.15,16161.0,United Kingdom
572309,22632,HAND WARMER RED RETROSPOT,4,2011-10-23 15:29:00,2.1,14432.0,United Kingdom
531252,22067,CHOC TRUFFLE GOLD TRINKET POT ,2,2010-11-07 11:11:00,1.65,16206.0,United Kingdom
539103,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,12,2010-12-16 10:38:00,1.25,16985.0,United Kingdom
537692,82583,HOT BATHS METAL SIGN,8,2010-12-08 10:40:00,2.1,14796.0,United Kingdom
563205,23005,TRAVEL CARD WALLET I LOVE LONDON,24,2011-08-14 12:03:00,0.42,14040.0,United Kingdom
563176,22377,BOTTLE BAG RETROSPOT ,3,2011-08-12 14:02:00,2.1,17293.0,United Kingdom
495504,21874,GIN AND TONIC MUG,4,2010-01-25 13:14:00,1.25,16795.0,United Kingdom
526140,21122,SET/10 PINK SPOTTY PARTY CANDLES,24,2010-10-08 14:40:00,1.25,14665.0,United Kingdom
507397,22374,AIRLINE BAG VINTAGE JET SET RED,2,2010-05-09 13:07:00,6.35,13491.0,United Kingdom
559817,23227,FILIGREE HEART BUTTERFLY WHITE ,2,2011-07-12 16:20:00,2.46,,United Kingdom
531690,22380,TOY TIDY SPACEBOY  ,1,2010-11-09 11:49:00,5.06,,United Kingdom
516470,21669,BLUE STRIPE CERAMIC DRAWER KNOB,2,2010-07-20 15:28:00,2.51,,United Kingdom
560716,23008,DOLLY GIRL BABY GIFT SET,2,2011-07-20 13:26:00,16.95,17675.0,United Kingdom
491011,22146,EASTER CRAFT IVY WREATH WITH CHICK,6,2009-12-08 18:18:00,1.95,16210.0,United Kingdom
545717,35004B,SET OF 3 BLACK FLYING DUCKS,1,2011-03-07 10:15:00,12.46,,United Kingdom
581495,15056BL,EDWARDIAN PARASOL BLACK,36,2011-12-09 10:20:00,5.95,14051.0,United Kingdom
578243,22865,HAND WARMER OWL DESIGN,24,2011-11-23 12:33:00,2.1,13448.0,United Kingdom
537772,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2010-12-08 12:35:00,0.55,18043.0,United Kingdom
507698,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,2010-05-11 10:45:00,3.75,14426.0,United Kingdom
546079,21915,RED  HARMONICA IN BOX ,2,2011-03-09 11:05:00,1.25,14534.0,United Kingdom
516138,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2010-07-16 16:10:00,1.25,16670.0,United Kingdom
541845,22926,IVORY GIANT GARDEN THERMOMETER,1,2011-01-23 12:41:00,5.95,15167.0,United Kingdom
492435,20814,SILVER FINCH DECORATION,2,2009-12-17 10:20:00,1.25,15863.0,United Kingdom
511287,21110,LARGE CAKE TOWEL PINK SPOTS,2,2010-06-07 14:47:00,6.75,14514.0,United Kingdom
537694,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,2,2010-12-08 10:46:00,2.1,14901.0,United Kingdom
573576,20757,RED DAISY POCKET BOOK ,1,2011-10-31 14:09:00,1.63,14096.0,United Kingdom
